Date_of_journey,Journey_day,Airline,Flight_code,Class,Source,Departure,Total_stops,Arrival,Destination,Duration_in_hours,Days_left,Fare
29-06-2023,,SpiceJet,SG-534,economy,Delhi,22:30,non-stop,01:15,Bangalore,02h 45m,,7499.0
29-06-2023,,Indigo,6E-2036,economy,Delhi,22:50,non-stop,01:45,Bangalore,02h 55m,,7499.0
29-06-2023,,AirAsia,I5-550,economy,Delhi,16:50,1-stop,00:20,Bangalore,07h 30m,,7497.0
30-06-2023,,SpiceJet,SG-5012,economy,Delhi,05:05,non-stop,07:35,Bangalore,02h 30m,,7499.0
01-07-2023,,Indigo,6E-967,economy,Delhi,17:45,1-stop,22:50,Bangalore,05h 05m,,9832.0
01-07-2023,,Indigo,6E-2753,economy,Delhi,17:25,1-stop,23:55,Bangalore,06h 30m,,10628.0
04-07-2023,,SpiceJet,SG-8910,economy,Delhi,09:05,1-stop,09:00,Bangalore,23h 55m,,18211.0
05-07-2023,,AirAsia,I5-713,economy,Delhi,16:15,2+-stop,23:15,Bangalore,07h 00m,,7497.0
06-07-2023,,GO FIRST,G8-7549,economy,Delhi,15:30,1-stop,20:15,Bangalore,04h 45m,,7498.0
06-07-2023,,GO FIRST,G8-231,economy,Delhi,13:55,1-stop,22:05,Bangalore,08h 10m,,7498.0
11-07-2023,,GO FIRST,G8-7555,economy,Delhi,12:30,1-stop,22:00,Bangalore,09h 30m,,3747.0
11-07-2023,,GO FIRST,G8-145,economy,Delhi,05:35,2+-stop,12:40,Bangalore,07h 05m,,7498.0
14-07-2023,,Indigo,6E-2478,economy,Delhi,23:25,1-stop,08:15,Bangalore,08h 50m,,3286.0
14-07-2023,,Indigo,6E-2348,economy,Delhi,19:30,1-stop,01:05,Bangalore,05h 35m,,3708.0
14-07-2023,,Indigo,6E-2082,economy,Delhi,20:00,non-stop,22:50,Bangalore,02h 50m,,4545.0
14-07-2023,,Indigo,6E-6233,economy,Delhi,02:30,non-stop,05:25,Bangalore,02h 55m,,4545.0
14-07-2023,,Indigo,6E-2249,economy,Delhi,06:45,1-stop,11:50,Bangalore,05h 05m,,6438.0
18-07-2023,,GO FIRST,G8-7542,economy,Delhi,12:30,1-stop,22:05,Bangalore,09h 35m,,5666.0
09-08-2023,,Indigo,6E-552,economy,Delhi,07:55,1-stop,13:10,Bangalore,05h 15m,,3158.0
09-08-2023,,Indigo,6E-951,economy,Delhi,23:10,1-stop,06:20,Bangalore,07h 10m,,3623.0
09-08-2023,,Indigo,6E-286,economy,Delhi,17:55,1-stop,23:59,Bangalore,06h 04m,,4036.0
09-08-2023,,Indigo,6E-6264,economy,Delhi,17:30,1-stop,23:30,Bangalore,06h 00m,,4047.0
09-08-2023,,Indigo,6E-177,economy,Delhi,02:15,1-stop,08:50,Bangalore,06h 35m,,4047.0
09-08-2023,,Indigo,6E-767,economy,Delhi,23:15,1-stop,07:10,Bangalore,07h 55m,,4047.0
09-08-2023,,Indigo,6E-5014,economy,Delhi,14:00,1-stop,22:55,Bangalore,08h 55m,,4047.0
09-08-2023,,GO FIRST,G8-1171,economy,Delhi,16:40,1-stop,00:10,Bangalore,07h 30m,,4247.0
09-08-2023,,SpiceJet,SG-8191,economy,Delhi,06:15,non-stop,08:50,Bangalore,02h 35m,,4545.0
09-08-2023,,Indigo,6E-2048,economy,Delhi,04:15,non-stop,07:00,Bangalore,02h 45m,,4545.0
09-08-2023,,SpiceJet,SG-8905,economy,Delhi,20:35,non-stop,23:20,Bangalore,02h 45m,,4545.0
09-08-2023,,SpiceJet,SG-197,economy,Delhi,16:35,non-stop,19:45,Bangalore,03h 10m,,4545.0
09-08-2023,,Indigo,6E-963,economy,Delhi,19:30,1-stop,01:00,Bangalore,05h 30m,,5278.0
09-08-2023,,SpiceJet,SG-389,economy,Delhi,19:10,1-stop,13:20,Bangalore,18h 10m,,5666.0
09-08-2023,,SpiceJet,SG-946,economy,Delhi,12:00,1-stop,18:35,Bangalore,06h 35m,,7446.0
11-08-2023,,SpiceJet,SG-8480,economy,Delhi,15:10,1-stop,13:20,Bangalore,22h 10m,,5225.0
11-08-2023,,GO FIRST,G8-2201,economy,Delhi,06:30,1-stop,20:00,Bangalore,13h 30m,,6016.0
26-06-2023,,Indigo,6E-353,economy,Delhi,05:55,non-stop,08:10,Kolkata,02h 15m,,6015.0
26-06-2023,,Indigo,6E-483,economy,Delhi,07:15,non-stop,09:30,Kolkata,02h 15m,,6015.0
26-06-2023,,Indigo,6E-912,economy,Delhi,17:25,non-stop,19:40,Kolkata,02h 15m,,6969.0
26-06-2023,,Indigo,6E-2485,economy,Delhi,12:45,1-stop,22:00,Kolkata,09h 15m,,7001.0
26-06-2023,,Indigo,6E-2615,economy,Delhi,11:25,1-stop,16:55,Kolkata,05h 30m,,9960.0
26-06-2023,,Indigo,6E-397,economy,Delhi,12:35,1-stop,17:50,Kolkata,05h 15m,,10044.0
26-06-2023,,SpiceJet,SG-8903,economy,Delhi,09:25,1-stop,14:20,Kolkata,04h 55m,,10892.0
26-06-2023,,SpiceJet,SG-8187,economy,Delhi,13:05,1-stop,14:20,Kolkata,25h 15m,,11740.0
26-06-2023,,Vistara,UK-641,economy,Delhi,13:40,1-stop,09:35,Kolkata,19h 55m,,12113.0
26-06-2023,,Indigo,6E-6195,economy,Delhi,15:30,1-stop,20:55,Kolkata,05h 25m,,11795.0
26-06-2023,,Air India,AI-891,economy,Delhi,16:15,1-stop,18:00,Kolkata,25h 45m,,12272.0
26-06-2023,,Indigo,6E-2178,economy,Delhi,05:50,1-stop,14:35,Kolkata,08h 45m,,12425.0
26-06-2023,,Indigo,6E-2181,economy,Delhi,09:50,1-stop,15:20,Kolkata,05h 30m,,13412.0
26-06-2023,,Indigo,6E-6971,economy,Delhi,10:55,1-stop,19:40,Kolkata,08h 45m,,13905.0
26-06-2023,,Indigo,6E-5031,economy,Delhi,07:10,1-stop,13:25,Kolkata,06h 15m,,14340.0
26-06-2023,,Indigo,6E-5073,economy,Delhi,09:15,1-stop,14:35,Kolkata,05h 20m,,20385.0
26-06-2023,,Indigo,6E-2089,economy,Delhi,09:55,1-stop,17:40,Kolkata,07h 45m,,28126.0
26-06-2023,,Indigo,6E-2329,economy,Delhi,11:05,1-stop,17:40,Kolkata,06h 35m,,30300.0
27-06-2023,,SpiceJet,SG-8106,economy,Delhi,05:15,1-stop,21:30,Kolkata,16h 15m,,6014.0
27-06-2023,,Indigo,6E-2367,economy,Delhi,16:45,1-stop,22:55,Kolkata,06h 10m,,7494.0
27-06-2023,,Indigo,6E-2001,economy,Delhi,15:30,1-stop,20:50,Kolkata,05h 20m,,8480.0
27-06-2023,,Indigo,6E-398,economy,Delhi,14:20,1-stop,18:40,Kolkata,04h 20m,,8974.0
27-06-2023,,Indigo,6E-889,economy,Delhi,12:45,1-stop,20:50,Kolkata,08h 05m,,8974.0
27-06-2023,,Indigo,6E-761,economy,Delhi,16:05,1-stop,20:15,Kolkata,04h 10m,,9467.0
27-06-2023,,Indigo,6E-5012,economy,Delhi,07:25,1-stop,17:10,Kolkata,09h 45m,,10946.0
27-06-2023,,Indigo,6E-2043,economy,Delhi,13:15,1-stop,20:15,Kolkata,07h 00m,,12919.0
27-06-2023,,Indigo,6E-5336,economy,Delhi,12:20,1-stop,20:15,Kolkata,07h 55m,,14398.0
27-06-2023,,Indigo,6E-2031,economy,Delhi,06:45,1-stop,14:50,Kolkata,08h 05m,,24701.0
28-06-2023,,Indigo,6E-2841,economy,Delhi,22:30,non-stop,00:35,Kolkata,02h 05m,,6015.0
28-06-2023,,Indigo,6E-387,economy,Delhi,23:30,non-stop,01:40,Kolkata,02h 10m,,6015.0
28-06-2023,,Air India,AI-9991,economy,Delhi,11:30,1-stop,20:05,Kolkata,08h 35m,,10640.0
28-06-2023,,Indigo,6E-6171,economy,Delhi,17:40,1-stop,21:55,Kolkata,04h 15m,,14398.0
29-06-2023,,Air India,AI-895,economy,Delhi,09:05,1-stop,16:35,Kolkata,07h 30m,,10724.0
30-06-2023,,Indigo,6E-358,economy,Delhi,09:15,1-stop,19:50,Kolkata,10h 35m,,7494.0
30-06-2023,,Indigo,6E-6613,economy,Delhi,10:25,1-stop,20:55,Kolkata,10h 30m,,14398.0
30-06-2023,,Air India,AI-489,economy,Delhi,19:10,1-stop,12:30,Kolkata,17h 20m,,20799.0
01-07-2023,,Indigo,6E-2109,economy,Delhi,18:50,non-stop,20:55,Kolkata,02h 05m,,6015.0
01-07-2023,,Indigo,6E-6636,economy,Delhi,15:00,1-stop,21:55,Kolkata,06h 55m,,7494.0
02-07-2023,,SpiceJet,SG-1072,economy,Delhi,20:20,non-stop,22:30,Kolkata,02h 10m,,6014.0
05-07-2023,,Indigo,6E-148,economy,Delhi,05:15,1-stop,10:20,Kolkata,05h 05m,,7494.0
06-07-2023,,GO FIRST,G8-423,economy,Delhi,07:20,1-stop,12:30,Kolkata,05h 10m,,6014.0
06-07-2023,,AirAsia,I5-829,economy,Delhi,21:00,non-stop,23:10,Kolkata,02h 10m,,6121.0
07-07-2023,,SpiceJet,SG-1074,economy,Delhi,06:30,non-stop,08:35,Kolkata,02h 05m,,6014.0
08-08-2023,,AirAsia,I5-737,economy,Delhi,22:55,2+-stop,15:45,Kolkata,16h 50m,,2505.0
09-08-2023,,Indigo,6E-6186,economy,Delhi,16:40,1-stop,23:00,Kolkata,06h 20m,,2507.0
09-08-2023,,Indigo,6E-6198,economy,Delhi,16:20,1-stop,21:35,Kolkata,05h 15m,,3792.0
09-08-2023,,Indigo,6E-5016,economy,Delhi,14:30,1-stop,20:35,Kolkata,06h 05m,,3792.0
09-08-2023,,Indigo,6E-307,economy,Delhi,06:00,1-stop,11:00,Kolkata,05h 00m,,3806.0
09-08-2023,,Indigo,6E-947,economy,Delhi,05:00,1-stop,11:00,Kolkata,06h 00m,,3806.0
09-08-2023,,SpiceJet,SG-263,economy,Delhi,05:45,non-stop,08:05,Kolkata,02h 20m,,4040.0
09-08-2023,,SpiceJet,SG-292,economy,Delhi,09:15,non-stop,11:40,Kolkata,02h 25m,,4040.0
09-08-2023,,Indigo,6E-546,economy,Delhi,13:00,1-stop,17:40,Kolkata,04h 40m,,4175.0
09-08-2023,,Indigo,6E-6197,economy,Delhi,19:25,1-stop,00:45,Kolkata,05h 20m,,5077.0
09-08-2023,,Indigo,6E-5071,economy,Delhi,16:20,1-stop,23:15,Kolkata,06h 55m,,5077.0
09-08-2023,,GO FIRST,G8-151,economy,Delhi,12:30,1-stop,17:55,Kolkata,05h 25m,,6190.0
09-08-2023,,Indigo,6E-6282,economy,Delhi,14:05,1-stop,19:15,Kolkata,05h 10m,,6362.0
09-08-2023,,SpiceJet,SG-8195,economy,Delhi,13:10,1-stop,10:40,Kolkata,21h 30m,,8131.0
26-06-2023,,Indigo,6E-2843,economy,Delhi,15:45,1-stop,21:20,Hyderabad,05h 35m,,11634.0
26-06-2023,,Indigo,6E-2479,economy,Delhi,10:25,1-stop,17:25,Hyderabad,07h 00m,,16726.0
28-06-2023,,SpiceJet,SG-958,economy,Delhi,18:35,non-stop,20:45,Hyderabad,02h 10m,,6121.0
28-06-2023,,Air India,AI-493,economy,Delhi,05:15,1-stop,14:45,Hyderabad,09h 30m,,10936.0
29-06-2023,,SpiceJet,SG-6027,economy,Delhi,18:05,non-stop,20:15,Hyderabad,02h 10m,,6015.0
29-06-2023,,Indigo,6E-2938,economy,Delhi,08:40,1-stop,17:00,Hyderabad,08h 20m,,10257.0
02-07-2023,,Indigo,6E-2939,economy,Delhi,11:10,1-stop,17:35,Hyderabad,06h 25m,,9886.0
05-07-2023,,Indigo,6E-2346,economy,Delhi,07:50,1-stop,16:35,Hyderabad,08h 45m,,11265.0
13-07-2023,,Indigo,6E-2076,economy,Delhi,07:00,1-stop,17:00,Hyderabad,10h 00m,,5453.0
14-07-2023,,Indigo,6E-2618,economy,Delhi,13:45,1-stop,21:20,Hyderabad,07h 35m,,4437.0
14-07-2023,,Indigo,6E-2107,economy,Delhi,21:20,1-stop,08:05,Hyderabad,10h 45m,,4437.0
09-08-2023,,Indigo,6E-943,economy,Delhi,14:40,1-stop,21:20,Hyderabad,06h 40m,,2119.0
09-08-2023,,Indigo,6E-6023,economy,Delhi,09:15,1-stop,17:05,Hyderabad,07h 50m,,3492.0
09-08-2023,,Indigo,6E-6189,economy,Delhi,07:50,1-stop,12:45,Hyderabad,04h 55m,,4649.0
09-08-2023,,Indigo,6E-635,economy,Delhi,21:15,non-stop,23:30,Hyderabad,02h 15m,,4742.0
09-08-2023,,SpiceJet,SG-8968,economy,Delhi,14:50,1-stop,20:40,Hyderabad,05h 50m,,10071.0
26-06-2023,,SpiceJet,SG-8107,economy,Delhi,06:15,non-stop,09:10,Chennai,02h 55m,,7499.0
26-06-2023,,Indigo,6E-2162,economy,Delhi,20:30,non-stop,23:20,Chennai,02h 50m,,8348.0
29-06-2023,,SpiceJet,SG-1071,economy,Delhi,18:25,non-stop,21:15,Chennai,02h 50m,,7499.0
29-06-2023,,SpiceJet,SG-1056,economy,Delhi,05:45,non-stop,08:40,Chennai,02h 55m,,7499.0
30-06-2023,,Indigo,6E-954,economy,Delhi,18:45,non-stop,21:45,Chennai,03h 00m,,7499.0
01-07-2023,,Indigo,6E-6739,economy,Delhi,16:20,non-stop,19:10,Chennai,02h 50m,,7499.0
14-07-2023,,SpiceJet,SG-8193,economy,Delhi,20:35,1-stop,22:20,Chennai,25h 45m,,4190.0
15-07-2023,,SpiceJet,SG-8913,economy,Delhi,05:45,1-stop,22:20,Chennai,16h 35m,,4190.0
09-08-2023,,SpiceJet,SG-107,economy,Delhi,06:10,non-stop,09:10,Chennai,03h 00m,,2663.0
09-08-2023,,Indigo,6E-2719,economy,Delhi,05:10,1-stop,10:05,Chennai,04h 55m,,3423.0
26-06-2023,,Indigo,6E-6004,economy,Mumbai,18:30,non-stop,20:35,Delhi,02h 05m,,6002.0
26-06-2023,,Indigo,6E-2077,economy,Mumbai,13:40,non-stop,15:50,Delhi,02h 10m,,6002.0
26-06-2023,,Air India,AI-867,economy,Mumbai,21:30,non-stop,23:45,Delhi,02h 15m,,6002.0
26-06-2023,,Vistara,UK-958,economy,Mumbai,12:25,non-stop,14:30,Delhi,02h 05m,,6427.0
26-06-2023,,SpiceJet,SG-8710,economy,Mumbai,21:45,non-stop,23:55,Delhi,02h 10m,,6108.0
26-06-2023,,Indigo,6E-416,economy,Mumbai,17:15,non-stop,19:20,Delhi,02h 05m,,6427.0
26-06-2023,,Indigo,6E-939,economy,Mumbai,09:00,1-stop,16:50,Delhi,07h 50m,,7982.0
26-06-2023,,Indigo,6E-168,economy,Mumbai,11:45,non-stop,14:00,Delhi,02h 15m,,8123.0
26-06-2023,,Air India,AI-631,economy,Mumbai,19:20,1-stop,09:25,Delhi,14h 05m,,8379.0
26-06-2023,,AirAsia,I5-631,economy,Mumbai,08:15,1-stop,20:00,Delhi,11h 45m,,8537.0
26-06-2023,,Indigo,6E-6222,economy,Mumbai,09:25,1-stop,17:35,Delhi,08h 10m,,11358.0
26-06-2023,,SpiceJet,SG-4417,economy,Mumbai,19:50,1-stop,10:40,Delhi,14h 50m,,14672.0
26-06-2023,,Indigo,6E-574,economy,Mumbai,19:35,non-stop,21:25,Delhi,01h 50m,,15865.0
26-06-2023,,Air India,AI-611,economy,Mumbai,11:10,1-stop,21:35,Delhi,10h 25m,,17456.0
26-06-2023,,Indigo,6E-5392,economy,Mumbai,17:30,1-stop,22:00,Delhi,04h 30m,,21274.0
26-06-2023,,Air India,AI-9657,economy,Mumbai,19:05,1-stop,16:45,Delhi,21h 40m,,23289.0
27-06-2023,,Indigo,6E-6721,economy,Mumbai,07:45,non-stop,09:50,Delhi,02h 05m,,6002.0
27-06-2023,,Indigo,6E-5372,economy,Mumbai,06:05,1-stop,10:25,Delhi,04h 20m,,5998.0
27-06-2023,,GO FIRST,G8-387,economy,Mumbai,16:10,1-stop,21:45,Delhi,05h 35m,,6001.0
27-06-2023,,GO FIRST,G8-520,economy,Mumbai,21:00,1-stop,08:30,Delhi,11h 30m,,6001.0
27-06-2023,,SpiceJet,SG-2697,economy,Mumbai,20:25,1-stop,22:20,Delhi,25h 55m,,6321.0
27-06-2023,,Air India,AI-667,economy,Mumbai,17:20,1-stop,00:30,Delhi,07h 10m,,16395.0
28-06-2023,,Indigo,6E-2172,economy,Mumbai,09:20,non-stop,11:30,Delhi,02h 10m,,6002.0
28-06-2023,,Indigo,6E-5017,economy,Mumbai,10:05,non-stop,12:15,Delhi,02h 10m,,6002.0
28-06-2023,,Indigo,6E-213,economy,Mumbai,06:35,1-stop,12:20,Delhi,05h 45m,,10462.0
28-06-2023,,Air India,AI-627,economy,Mumbai,05:35,1-stop,10:15,Delhi,04h 40m,,10563.0
28-06-2023,,Vistara,UK-655,economy,Mumbai,11:30,1-stop,16:45,Delhi,05h 15m,,10978.0
28-06-2023,,GO FIRST,G8-383,economy,Mumbai,14:35,1-stop,00:50,Delhi,10h 15m,,12737.0
28-06-2023,,GO FIRST,G8-2440,economy,Mumbai,09:00,1-stop,14:45,Delhi,05h 45m,,32091.0
29-06-2023,,SpiceJet,SG-1092,economy,Mumbai,21:15,non-stop,23:25,Delhi,02h 10m,,6002.0
29-06-2023,,SpiceJet,SG-1090,economy,Mumbai,09:45,non-stop,12:00,Delhi,02h 15m,,6002.0
29-06-2023,,SpiceJet,SG-1062,economy,Mumbai,18:55,non-stop,21:20,Delhi,02h 25m,,6002.0
29-06-2023,,AirAsia,I5-620,economy,Mumbai,04:45,1-stop,10:55,Delhi,06h 10m,,5998.0
29-06-2023,,GO FIRST,G8-2502,economy,Mumbai,13:05,2+-stop,20:30,Delhi,07h 25m,,6001.0
29-06-2023,,SpiceJet,SG-343,economy,Mumbai,09:15,1-stop,15:00,Delhi,05h 45m,,8627.0
29-06-2023,,Air India,AI-688,economy,Mumbai,08:15,1-stop,15:10,Delhi,06h 55m,,9652.0
29-06-2023,,Air India,AI-629,economy,Mumbai,19:00,1-stop,11:25,Delhi,16h 25m,,10563.0
29-06-2023,,Air India,AI-9919,economy,Mumbai,18:00,1-stop,16:45,Delhi,22h 45m,,14486.0
29-06-2023,,Air India,AI-679,economy,Mumbai,10:25,"1-stop
												Via IXE
												",19:50,Delhi,09h 25m,,15547.0
30-06-2023,,SpiceJet,SG-1059,economy,Mumbai,06:50,non-stop,09:05,Delhi,02h 15m,,6002.0
30-06-2023,,GO FIRST,G8-461,economy,Mumbai,05:00,2+-stop,20:30,Delhi,15h 30m,,6001.0
01-07-2023,,Indigo,6E-5386,economy,Mumbai,19:15,1-stop,00:20,Delhi,05h 05m,,5998.0
05-07-2023,,Indigo,6E-248,economy,Mumbai,22:20,non-stop,00:25,Delhi,02h 05m,,6002.0
05-07-2023,,Indigo,6E-5395,economy,Mumbai,08:50,1-stop,17:35,Delhi,08h 45m,,5998.0
05-07-2023,,AirAsia,I5-471,economy,Mumbai,23:35,1-stop,10:55,Delhi,11h 20m,,13978.0
06-07-2023,,GO FIRST,G8-7536,economy,Mumbai,12:30,non-stop,14:35,Delhi,02h 05m,,6001.0
06-07-2023,,GO FIRST,G8-7537,economy,Mumbai,14:30,non-stop,16:35,Delhi,02h 05m,,6001.0
06-07-2023,,GO FIRST,G8-7538,economy,Mumbai,16:30,non-stop,18:35,Delhi,02h 05m,,6001.0
06-07-2023,,GO FIRST,G8-321,economy,Mumbai,12:15,non-stop,14:30,Delhi,02h 15m,,6001.0
06-07-2023,,Indigo,6E-5013,economy,Mumbai,05:00,non-stop,07:05,Delhi,02h 05m,,6002.0
06-07-2023,,AirAsia,I5-678,economy,Mumbai,18:10,1-stop,00:50,Delhi,06h 40m,,5998.0
06-07-2023,,GO FIRST,G8-2417,economy,Mumbai,17:45,1-stop,23:15,Delhi,05h 30m,,6001.0
06-07-2023,,GO FIRST,G8-7546,economy,Mumbai,18:00,1-stop,00:50,Delhi,06h 50m,,6001.0
06-07-2023,,GO FIRST,G8-7545,economy,Mumbai,12:30,2+-stop,21:50,Delhi,09h 20m,,6001.0
06-07-2023,,GO FIRST,G8-2411,economy,Mumbai,13:00,1-stop,23:15,Delhi,10h 15m,,6001.0
10-07-2023,,GO FIRST,G8-2606,economy,Mumbai,19:30,1-stop,07:20,Delhi,11h 50m,,5029.0
14-07-2023,,Indigo,6E-5006,economy,Mumbai,06:00,non-stop,08:10,Delhi,02h 10m,,2362.0
14-07-2023,,Indigo,6E-945,economy,Mumbai,15:50,non-stop,18:00,Delhi,02h 10m,,2765.0
14-07-2023,,Air India,AI-695,economy,Mumbai,10:15,1-stop,13:45,Delhi,27h 30m,,7063.0
15-07-2023,,Air India,AI-657,economy,Mumbai,06:55,1-stop,18:30,Delhi,11h 35m,,7266.0
07-08-2023,,Air India,AI-652,economy,Mumbai,19:00,1-stop,19:45,Delhi,24h 45m,,6363.0
08-08-2023,,Indigo,6E-5361,economy,Mumbai,11:00,1-stop,16:20,Delhi,05h 20m,,3040.0
09-08-2023,,SpiceJet,SG-8179,economy,Mumbai,20:30,non-stop,22:35,Delhi,02h 05m,,2362.0
09-08-2023,,Indigo,6E-5308,economy,Mumbai,05:00,non-stop,07:10,Delhi,02h 10m,,2362.0
09-08-2023,,Indigo,6E-5047,economy,Mumbai,07:45,non-stop,10:00,Delhi,02h 15m,,2362.0
09-08-2023,,Indigo,6E-6515,economy,Mumbai,16:45,1-stop,20:55,Delhi,04h 10m,,2362.0
09-08-2023,,Indigo,6E-6993,economy,Mumbai,18:55,1-stop,23:15,Delhi,04h 20m,,2362.0
09-08-2023,,Indigo,6E-5313,economy,Mumbai,17:05,1-stop,22:00,Delhi,04h 55m,,2362.0
09-08-2023,,Indigo,6E-6084,economy,Mumbai,00:30,1-stop,05:50,Delhi,05h 20m,,2362.0
09-08-2023,,Indigo,6E-164,economy,Mumbai,07:35,1-stop,13:50,Delhi,06h 15m,,2362.0
09-08-2023,,Indigo,6E-5381,economy,Mumbai,09:40,1-stop,17:45,Delhi,08h 05m,,2362.0
09-08-2023,,Indigo,6E-439,economy,Mumbai,19:30,non-stop,21:40,Delhi,02h 10m,,3139.0
09-08-2023,,Indigo,6E-5501,economy,Mumbai,13:45,non-stop,15:55,Delhi,02h 10m,,3458.0
09-08-2023,,Air India,AI-623,economy,Mumbai,21:15,1-stop,08:55,Delhi,11h 40m,,3857.0
09-08-2023,,Indigo,6E-6029,economy,Mumbai,08:30,1-stop,15:15,Delhi,06h 45m,,4239.0
09-08-2023,,SpiceJet,SG-223,economy,Mumbai,16:05,1-stop,11:20,Delhi,19h 15m,,5214.0
09-08-2023,,Air India,AI-601,economy,Mumbai,05:00,1-stop,16:45,Delhi,11h 45m,,5286.0
09-08-2023,,GO FIRST,G8-3184,economy,Mumbai,12:00,1-stop,19:20,Delhi,07h 20m,,9183.0
10-08-2023,,Indigo,6E-5431,economy,Mumbai,12:25,1-stop,17:45,Delhi,05h 20m,,2362.0
10-08-2023,,GO FIRST,G8-2506,economy,Mumbai,17:10,1-stop,22:40,Delhi,05h 30m,,4500.0
26-06-2023,,Indigo,6E-5366,economy,Mumbai,09:30,non-stop,11:20,Bangalore,01h 50m,,5154.0
26-06-2023,,Indigo,6E-219,economy,Mumbai,14:20,non-stop,16:05,Bangalore,01h 45m,,6321.0
26-06-2023,,Indigo,6E-6463,economy,Mumbai,06:55,non-stop,08:30,Bangalore,01h 35m,,9926.0
26-06-2023,,Indigo,6E-6258,economy,Mumbai,11:05,1-stop,17:30,Bangalore,06h 25m,,10690.0
26-06-2023,,Indigo,6E-354,economy,Mumbai,12:45,1-stop,18:30,Bangalore,05h 45m,,13458.0
26-06-2023,,Indigo,6E-5209,economy,Mumbai,06:15,1-stop,13:20,Bangalore,07h 05m,,13919.0
26-06-2023,,Indigo,6E-236,economy,Mumbai,17:10,non-stop,18:55,Bangalore,01h 45m,,14380.0
26-06-2023,,Indigo,6E-5217,economy,Mumbai,16:20,1-stop,20:45,Bangalore,04h 25m,,14380.0
26-06-2023,,Indigo,6E-5359,economy,Mumbai,06:50,1-stop,13:20,Bangalore,06h 30m,,14380.0
27-06-2023,,Indigo,6E-6109,economy,Mumbai,10:15,non-stop,11:55,Bangalore,01h 40m,,5366.0
27-06-2023,,Indigo,6E-5391,economy,Mumbai,20:30,non-stop,22:15,Bangalore,01h 45m,,6851.0
27-06-2023,,AirAsia,I5-423,economy,Mumbai,14:55,1-stop,00:25,Bangalore,09h 30m,,8229.0
28-06-2023,,Indigo,6E-5396,economy,Mumbai,13:10,1-stop,22:25,Bangalore,09h 15m,,5616.0
01-07-2023,,Indigo,6E-331,economy,Mumbai,18:50,non-stop,20:35,Bangalore,01h 45m,,5154.0
01-07-2023,,Indigo,6E-6818,economy,Mumbai,18:45,1-stop,22:50,Bangalore,04h 05m,,5154.0
01-07-2023,,Indigo,6E-5208,economy,Mumbai,17:10,1-stop,22:50,Bangalore,05h 40m,,5154.0
01-07-2023,,Indigo,6E-6123,economy,Mumbai,05:30,1-stop,13:20,Bangalore,07h 50m,,5154.0
01-07-2023,,Indigo,6E-5393,economy,Mumbai,11:35,1-stop,20:25,Bangalore,08h 50m,,5616.0
01-07-2023,,Indigo,6E-711,economy,Mumbai,14:05,1-stop,20:05,Bangalore,06h 00m,,11783.0
05-07-2023,,Indigo,6E-5316,economy,Mumbai,01:15,non-stop,02:50,Bangalore,01h 35m,,5154.0
06-07-2023,,Indigo,6E-5236,economy,Mumbai,04:50,non-stop,06:40,Bangalore,01h 50m,,5154.0
06-07-2023,,GO FIRST,G8-2601,economy,Mumbai,05:45,2+-stop,13:40,Bangalore,07h 55m,,5153.0
06-07-2023,,GO FIRST,G8-602,economy,Mumbai,13:30,2+-stop,00:05,Bangalore,10h 35m,,5153.0
07-07-2023,,GO FIRST,G8-7561,economy,Mumbai,15:00,1-stop,21:10,Bangalore,06h 10m,,13002.0
08-07-2023,,SpiceJet,SG-9923,economy,Mumbai,16:00,1-stop,09:00,Bangalore,17h 00m,,9927.0
14-07-2023,,Indigo,6E-5371,economy,Mumbai,19:55,1-stop,01:05,Bangalore,05h 10m,,4097.0
08-08-2023,,Indigo,6E-825,economy,Mumbai,22:15,non-stop,00:05,Bangalore,01h 50m,,2145.0
09-08-2023,,Indigo,6E-6478,economy,Mumbai,09:30,non-stop,11:15,Bangalore,01h 45m,,2145.0
09-08-2023,,Indigo,6E-6817,economy,Mumbai,23:45,non-stop,01:30,Bangalore,01h 45m,,2145.0
09-08-2023,,Indigo,6E-739,economy,Mumbai,20:30,non-stop,22:25,Bangalore,01h 55m,,2145.0
09-08-2023,,SpiceJet,SG-415,economy,Mumbai,20:25,non-stop,22:10,Bangalore,01h 45m,,2147.0
09-08-2023,,SpiceJet,SG-634,economy,Mumbai,21:35,non-stop,23:40,Bangalore,02h 05m,,2147.0
09-08-2023,,Indigo,6E-234,economy,Mumbai,20:00,1-stop,01:00,Bangalore,05h 00m,,2145.0
09-08-2023,,Indigo,6E-818,economy,Mumbai,07:05,1-stop,13:10,Bangalore,06h 05m,,2145.0
09-08-2023,,Indigo,6E-448,economy,Mumbai,16:55,1-stop,23:35,Bangalore,06h 40m,,2145.0
09-08-2023,,Indigo,6E-434,economy,Mumbai,16:00,1-stop,23:35,Bangalore,07h 35m,,2145.0
09-08-2023,,Indigo,6E-6094,economy,Mumbai,22:35,1-stop,06:15,Bangalore,07h 40m,,2145.0
09-08-2023,,GO FIRST,G8-705,economy,Mumbai,08:40,1-stop,16:35,Bangalore,07h 55m,,7208.0
26-06-2023,,Indigo,6E-5343,economy,Mumbai,23:00,non-stop,01:30,Kolkata,02h 30m,,7487.0
26-06-2023,,SpiceJet,SG-3440,economy,Mumbai,13:50,1-stop,17:45,Kolkata,27h 55m,,7805.0
