Date_of_journey,Journey_day,Airline,Flight_code,Class,Source,Departure,Total_stops,Arrival,Destination,Duration_in_hours,Days_left,Fare
2023-01-16,Monday,Air India,AI-501,Economy,Bangalore,12 PM - 6 PM,non-stop,12 PM - 6 PM,Delhi,2.6667,1.0,7443.0
2023-01-16,Monday,Air India,AI-505,Economy,Bangalore,6 AM - 12 PM,non-stop,12 PM - 6 PM,Delhi,2.8333,1.0,7443.0
2023-01-16,Monday,Air India,AI-511,Economy,Bangalore,12 PM - 6 PM,non-stop,After 6 PM,Delhi,3.0,1.0,7443.0
2023-01-16,Monday,GO FIRST,G8-241,Economy,Bangalore,12 PM - 6 PM,1-stop,After 6 PM,Delhi,5.4167,1.0,7500.0
2023-01-16,Monday,AirAsia,I5-1426,Economy,Bangalore,12 PM - 6 PM,1-stop,After 6 PM,Delhi,7.3333,1.0,7883.0
2023-01-16,Monday,AirAsia,I5-1982,Economy,Bangalore,6 AM - 12 PM,1-stop,12 PM - 6 PM,Delhi,7.5,1.0,7883.0
2023-01-16,Monday,AkasaAir,QP-1336,Economy,Bangalore,12 PM - 6 PM,non-stop,After 6 PM,Delhi,2.75,1.0,7546.0
2023-01-16,Monday,Vistara,UK-864,Economy,Bangalore,After 6 PM,1-stop,Before 6 AM,Delhi,6.0,1.0,9464.0
2023-01-16,Monday,Vistara,UK-854,Economy,Bangalore,After 6 PM,1-stop,Before 6 AM,Delhi,6.5,1.0,9464.0
2023-01-16,Monday,Indigo,6E-638,Economy,Bangalore,After 6 PM,1-stop,Before 6 AM,Delhi,6.3333,1.0,7884.0
2023-01-16,Monday,Indigo,6E-6067,Economy,Bangalore,12 PM - 6 PM,1-stop,After 6 PM,Delhi,6.5,1.0,7884.0
2023-01-16,Monday,Indigo,6E-6178,Economy,Bangalore,After 6 PM,1-stop,6 AM - 12 PM,Delhi,7.8333,1.0,7884.0
2023-01-16,Monday,AirAsia,I5-1528,Economy,Bangalore,6 AM - 12 PM,non-stop,6 AM - 12 PM,Delhi,2.8333,1.0,8493.0
2023-01-16,Monday,Indigo,6E-2433,Economy,Bangalore,6 AM - 12 PM,non-stop,6 AM - 12 PM,Delhi,2.8333,1.0,8179.0
2023-01-16,Monday,Indigo,6E-2186,Economy,Bangalore,6 AM - 12 PM,non-stop,6 AM - 12 PM,Delhi,2.9167,1.0,8179.0
2023-01-16,Monday,AirAsia,I5-1981,Economy,Bangalore,Before 6 AM,1-stop,6 AM - 12 PM,Delhi,6.6667,1.0,8693.0
2023-01-16,Monday,AirAsia,I5-1780,Economy,Bangalore,Before 6 AM,1-stop,12 PM - 6 PM,Delhi,9.0833,1.0,8693.0
2023-01-16,Monday,AirAsia,I5-1453,Economy,Bangalore,12 PM - 6 PM,1-stop,Before 6 AM,Delhi,12.75,1.0,8693.0
2023-01-16,Monday,Vistara,UK-866,Economy,Bangalore,After 6 PM,1-stop,6 AM - 12 PM,Delhi,10.3333,1.0,8781.0
2023-01-16,Monday,Indigo,6E-6892,Economy,Bangalore,12 PM - 6 PM,1-stop,12 PM - 6 PM,Delhi,4.9167,1.0,8625.0
2023-01-16,Monday,GO FIRST,G8-401,Economy,Bangalore,12 PM - 6 PM,1-stop,After 6 PM,Delhi,6.0833,1.0,9126.0
2023-01-16,Monday,SpiceJet,SG-136,Economy,Bangalore,Before 6 AM,non-stop,6 AM - 12 PM,Delhi,2.6667,1.0,9099.0
2023-01-16,Monday,Indigo,6E-6247,Economy,Bangalore,Before 6 AM,non-stop,6 AM - 12 PM,Delhi,2.8333,1.0,8914.0
2023-01-16,Monday,Indigo,6E-5021,Economy,Bangalore,Before 6 AM,non-stop,6 AM - 12 PM,Delhi,2.8333,1.0,8914.0
2023-01-16,Monday,AirAsia,I5-1567,Economy,Bangalore,6 AM - 12 PM,1-stop,12 PM - 6 PM,Delhi,9.5,1.0,9437.0
2023-01-16,Monday,GO FIRST,G8-320,Economy,Bangalore,After 6 PM,1-stop,Before 6 AM,Delhi,6.25,1.0,9126.0
2023-01-16,Monday,GO FIRST,G8-803,Economy,Bangalore,After 6 PM,1-stop,Before 6 AM,Delhi,6.3333,1.0,9126.0
2023-01-16,Monday,GO FIRST,G8-399,Economy,Bangalore,After 6 PM,1-stop,6 AM - 12 PM,Delhi,11.5833,1.0,9126.0
2023-01-16,Monday,GO FIRST,G8-274,Economy,Bangalore,6 AM - 12 PM,1-stop,After 6 PM,Delhi,13.5,1.0,9126.0
2023-01-16,Monday,GO FIRST,G8-801,Economy,Bangalore,6 AM - 12 PM,1-stop,After 6 PM,Delhi,14.9167,1.0,9126.0
2023-01-16,Monday,Air India,AI-604,Economy,Bangalore,6 AM - 12 PM,1-stop,12 PM - 6 PM,Delhi,8.6667,1.0,9963.0
2023-01-16,Monday,SpiceJet,SG-2909,Economy,Bangalore,After 6 PM,1-stop,After 6 PM,Delhi,27.4167,1.0,9931.0
2023-01-16,Monday,SpiceJet,SG-768,Economy,Bangalore,12 PM - 6 PM,1-stop,6 AM - 12 PM,Delhi,20.0,1.0,10178.0
2023-01-16,Monday,Indigo,6E-886,Economy,Bangalore,6 AM - 12 PM,1-stop,12 PM - 6 PM,Delhi,7.5,1.0,10108.0
2023-01-16,Monday,Vistara,UK-812,Economy,Bangalore,6 AM - 12 PM,non-stop,12 PM - 6 PM,Delhi,2.8333,1.0,10593.0
2023-01-16,Monday,AirAsia,I5-386,Economy,Bangalore,Before 6 AM,1-stop,6 AM - 12 PM,Delhi,5.3333,1.0,10803.0
2023-01-16,Monday,Air India,AI-804,Economy,Bangalore,Before 6 AM,non-stop,6 AM - 12 PM,Delhi,3.0,1.0,10593.0
2023-01-16,Monday,GO FIRST,G8-721,Economy,Bangalore,Before 6 AM,1-stop,12 PM - 6 PM,Delhi,10.4167,1.0,11196.0
2023-01-16,Monday,AirAsia,I5-1622,Economy,Bangalore,6 AM - 12 PM,1-stop,After 6 PM,Delhi,10.9167,1.0,11601.0
2023-01-16,Monday,Vistara,UK-893,Economy,Bangalore,After 6 PM,1-stop,12 PM - 6 PM,Delhi,21.0833,1.0,11989.0
2023-01-16,Monday,Indigo,6E-6563,Economy,Bangalore,Before 6 AM,1-stop,6 AM - 12 PM,Delhi,6.8333,1.0,12147.0
2023-01-16,Monday,Indigo,6E-415,Economy,Bangalore,6 AM - 12 PM,1-stop,12 PM - 6 PM,Delhi,6.6667,1.0,12334.0
2023-01-16,Monday,Vistara,UK-897,Economy,Bangalore,6 AM - 12 PM,1-stop,After 6 PM,Delhi,13.0,1.0,12829.0
2023-01-16,Monday,Vistara,UK-846,Economy,Bangalore,6 AM - 12 PM,1-stop,12 PM - 6 PM,Delhi,6.4167,1.0,12861.0
2023-01-16,Monday,Vistara,UK-810,Economy,Bangalore,6 AM - 12 PM,non-stop,6 AM - 12 PM,Delhi,2.6667,1.0,13218.0
2023-01-16,Monday,GO FIRST,G8-285,Economy,Bangalore,12 PM - 6 PM,1-stop,Before 6 AM,Delhi,11.1667,1.0,13172.0
2023-01-16,Monday,Vistara,UK-551,Economy,Bangalore,6 AM - 12 PM,1-stop,6 AM - 12 PM,Delhi,25.5,1.0,13533.0
2023-01-16,Monday,GO FIRST,G8-395,Economy,Bangalore,6 AM - 12 PM,1-stop,After 6 PM,Delhi,13.3333,1.0,13285.0
2023-01-16,Monday,AirAsia,I5-818,Economy,Bangalore,Before 6 AM,1-stop,After 6 PM,Delhi,13.6667,1.0,13805.0
2023-01-16,Monday,Indigo,6E-408,Economy,Bangalore,Before 6 AM,1-stop,6 AM - 12 PM,Delhi,5.9167,1.0,14559.0
2023-01-16,Monday,AirAsia,I5-820,Economy,Bangalore,12 PM - 6 PM,1-stop,After 6 PM,Delhi,7.8333,1.0,15947.0
2023-01-16,Monday,Vistara,UK-508,Economy,Bangalore,6 AM - 12 PM,1-stop,12 PM - 6 PM,Delhi,5.8333,1.0,16641.0
2023-01-16,Monday,Indigo,6E-6104,Economy,Bangalore,6 AM - 12 PM,1-stop,After 6 PM,Delhi,7.3333,1.0,16767.0
2023-01-16,Monday,Indigo,6E-6876,Economy,Bangalore,Before 6 AM,1-stop,6 AM - 12 PM,Delhi,8.4167,1.0,17292.0
2023-01-16,Monday,AirAsia,I5-1574,Economy,Bangalore,Before 6 AM,1-stop,6 AM - 12 PM,Delhi,6.5833,1.0,17787.0
2023-01-16,Monday,Vistara,UK-755,Economy,Bangalore,6 AM - 12 PM,1-stop,After 6 PM,Delhi,10.1667,1.0,17953.0
2023-01-16,Monday,AirAsia,I5-972,Economy,Bangalore,12 PM - 6 PM,2+-stop,Before 6 AM,Delhi,9.5833,1.0,18556.0
2023-01-16,Monday,AirAsia,I5-1983,Economy,Bangalore,12 PM - 6 PM,2+-stop,Before 6 AM,Delhi,10.0833,1.0,18556.0
2023-01-16,Monday,Vistara,UK-858,Economy,Bangalore,6 AM - 12 PM,1-stop,12 PM - 6 PM,Delhi,8.1667,1.0,19581.0
2023-01-16,Monday,SpiceJet,SG-531,Economy,Bangalore,6 AM - 12 PM,1-stop,6 AM - 12 PM,Delhi,19.75,1.0,21218.0
2023-01-16,Monday,Vistara,UK-881,Economy,Bangalore,12 PM - 6 PM,1-stop,Before 6 AM,Delhi,11.8333,1.0,32044.0
2023-01-16,Monday,Air India,AI-516,Business,Bangalore,6 AM - 12 PM,1-stop,12 PM - 6 PM,Delhi,4.4167,1.0,40765.0
2023-01-16,Monday,Air India,AI-640,Business,Bangalore,6 AM - 12 PM,1-stop,12 PM - 6 PM,Delhi,5.5833,1.0,49918.0
2023-01-17,Tuesday,SpiceJet,SG-8134,Economy,Bangalore,12 PM - 6 PM,non-stop,After 6 PM,Delhi,2.1667,2.0,5235.0
2023-01-17,Tuesday,Indigo,6E-537,Economy,Bangalore,6 AM - 12 PM,1-stop,12 PM - 6 PM,Delhi,6.0,2.0,5659.0
2023-01-17,Tuesday,Indigo,6E-855,Economy,Bangalore,After 6 PM,1-stop,Before 6 AM,Delhi,5.25,2.0,6400.0
2023-01-17,Tuesday,GO FIRST,G8-116,Economy,Bangalore,6 AM - 12 PM,non-stop,6 AM - 12 PM,Delhi,2.8333,2.0,7101.0
2023-01-17,Tuesday,Air India,AI-608,Economy,Bangalore,6 AM - 12 PM,1-stop,12 PM - 6 PM,Delhi,7.25,2.0,8167.0
2023-01-17,Tuesday,Air India,AI-564,Economy,Bangalore,12 PM - 6 PM,1-stop,After 6 PM,Delhi,5.8333,2.0,10383.0
2023-01-17,Tuesday,Air India,AI-893,Economy,Bangalore,12 PM - 6 PM,1-stop,Before 6 AM,Delhi,11.5,2.0,11262.0
2023-01-17,Tuesday,Indigo,6E-959,Economy,Bangalore,6 AM - 12 PM,1-stop,12 PM - 6 PM,Delhi,5.5,2.0,11592.0
2023-01-17,Tuesday,Vistara,UK-657,Economy,Bangalore,6 AM - 12 PM,1-stop,After 6 PM,Delhi,8.1667,2.0,14824.0
2023-01-19,Thursday,AirAsia,I5-559,Economy,Bangalore,6 AM - 12 PM,non-stop,12 PM - 6 PM,Delhi,3.0833,4.0,5448.0
2023-01-19,Thursday,AirAsia,I5-1562,Economy,Bangalore,6 AM - 12 PM,1-stop,Before 6 AM,Delhi,13.75,4.0,6924.0
2023-01-19,Thursday,AirAsia,I5-941,Economy,Bangalore,6 AM - 12 PM,1-stop,After 6 PM,Delhi,14.75,4.0,7094.0
2023-01-23,Monday,GO FIRST,G8-2126,Economy,Bangalore,12 PM - 6 PM,2+-stop,Before 6 AM,Delhi,7.9167,8.0,9126.0
2023-01-24,Tuesday,SpiceJet,SG-9442,Economy,Bangalore,6 AM - 12 PM,1-stop,12 PM - 6 PM,Delhi,24.6667,9.0,6428.0
2023-01-24,Tuesday,AirAsia,I5-1427,Economy,Bangalore,After 6 PM,1-stop,6 AM - 12 PM,Delhi,14.4167,9.0,10803.0
2023-01-29,Sunday,AirAsia,I5-1576,Economy,Bangalore,6 AM - 12 PM,2+-stop,After 6 PM,Delhi,10.3333,14.0,7215.0
2023-02-01,Wednesday,AirAsia,I5-2472,Economy,Bangalore,6 AM - 12 PM,1-stop,After 6 PM,Delhi,12.6667,17.0,5424.0
2023-02-01,Wednesday,GO FIRST,G8-808,Economy,Bangalore,12 PM - 6 PM,1-stop,6 AM - 12 PM,Delhi,15.1667,17.0,5866.0
2023-02-04,Saturday,Indigo,6E-684,Economy,Bangalore,After 6 PM,1-stop,6 AM - 12 PM,Delhi,9.3333,20.0,5659.0
2023-02-07,Tuesday,GO FIRST,G8-887,Economy,Bangalore,After 6 PM,1-stop,6 AM - 12 PM,Delhi,15.4167,23.0,9126.0
2023-01-16,Monday,AkasaAir,QP-1301,Economy,Bangalore,After 6 PM,non-stop,After 6 PM,Mumbai,1.8333,1.0,2588.0
2023-01-16,Monday,AirAsia,I5-1782,Economy,Bangalore,After 6 PM,non-stop,After 6 PM,Mumbai,1.6667,1.0,2941.0
2023-01-16,Monday,AirAsia,I5-334,Economy,Bangalore,After 6 PM,non-stop,Before 6 AM,Mumbai,1.8333,1.0,2941.0
2023-01-16,Monday,Indigo,6E-5283,Economy,Bangalore,After 6 PM,non-stop,After 6 PM,Mumbai,1.9167,1.0,2635.0
2023-01-16,Monday,AkasaAir,QP-1366,Economy,Bangalore,After 6 PM,non-stop,After 6 PM,Mumbai,1.8333,1.0,2638.0
2023-01-16,Monday,Indigo,6E-5376,Economy,Bangalore,After 6 PM,non-stop,After 6 PM,Mumbai,1.8333,1.0,2940.0
2023-01-16,Monday,AkasaAir,QP-1104,Economy,Bangalore,6 AM - 12 PM,non-stop,12 PM - 6 PM,Mumbai,1.75,1.0,3045.0
2023-01-16,Monday,Indigo,6E-5255,Economy,Bangalore,After 6 PM,non-stop,After 6 PM,Mumbai,1.8333,1.0,3265.0
2023-01-16,Monday,Indigo,6E-5204,Economy,Bangalore,After 6 PM,non-stop,Before 6 AM,Mumbai,1.8333,1.0,3265.0
2023-01-16,Monday,Indigo,6E-5251,Economy,Bangalore,12 PM - 6 PM,non-stop,After 6 PM,Mumbai,1.9167,1.0,3265.0
2023-01-16,Monday,AkasaAir,QP-1106,Economy,Bangalore,12 PM - 6 PM,non-stop,After 6 PM,Mumbai,1.75,1.0,3415.0
2023-01-16,Monday,AirAsia,I5-613,Economy,Bangalore,12 PM - 6 PM,non-stop,After 6 PM,Mumbai,1.75,1.0,3839.0
2023-01-16,Monday,AkasaAir,QP-1362,Economy,Bangalore,6 AM - 12 PM,non-stop,12 PM - 6 PM,Mumbai,2.0833,1.0,3835.0
2023-01-16,Monday,AkasaAir,QP-1340,Economy,Bangalore,Before 6 AM,non-stop,6 AM - 12 PM,Mumbai,1.6667,1.0,4035.0
2023-01-16,Monday,Indigo,6E-5351,Economy,Bangalore,12 PM - 6 PM,non-stop,12 PM - 6 PM,Mumbai,2.0833,1.0,4150.0
2023-01-16,Monday,Indigo,6E-5293,Economy,Bangalore,12 PM - 6 PM,non-stop,12 PM - 6 PM,Mumbai,2.0,1.0,4249.0
2023-01-16,Monday,Indigo,6E-5295,Economy,Bangalore,Before 6 AM,non-stop,6 AM - 12 PM,Mumbai,1.8333,1.0,4415.0
2023-01-16,Monday,Indigo,6E-488,Economy,Bangalore,6 AM - 12 PM,non-stop,12 PM - 6 PM,Mumbai,1.8333,1.0,4415.0
2023-01-16,Monday,Indigo,6E-5201,Economy,Bangalore,Before 6 AM,non-stop,6 AM - 12 PM,Mumbai,2.0,1.0,4415.0
2023-01-16,Monday,Indigo,6E-356,Economy,Bangalore,12 PM - 6 PM,1-stop,Before 6 AM,Mumbai,6.8333,1.0,5019.0
2023-01-16,Monday,Indigo,6E-6012,Economy,Bangalore,12 PM - 6 PM,1-stop,Before 6 AM,Mumbai,7.9167,1.0,5168.0
2023-01-16,Monday,Indigo,6E-6017,Economy,Bangalore,After 6 PM,1-stop,Before 6 AM,Mumbai,5.9167,1.0,5455.0
2023-01-16,Monday,Indigo,6E-6269,Economy,Bangalore,6 AM - 12 PM,1-stop,12 PM - 6 PM,Mumbai,5.0,1.0,5550.0
2023-01-16,Monday,AkasaAir,QP-1109,Economy,Bangalore,6 AM - 12 PM,non-stop,6 AM - 12 PM,Mumbai,1.5833,1.0,5608.0
2023-01-16,Monday,Indigo,6E-176,Economy,Bangalore,6 AM - 12 PM,non-stop,6 AM - 12 PM,Mumbai,1.8333,1.0,5800.0
2023-01-16,Monday,Indigo,6E-5323,Economy,Bangalore,6 AM - 12 PM,non-stop,6 AM - 12 PM,Mumbai,1.75,1.0,6390.0
2023-01-16,Monday,Indigo,6E-904,Economy,Bangalore,6 AM - 12 PM,1-stop,12 PM - 6 PM,Mumbai,5.4167,1.0,7277.0
2023-01-16,Monday,Indigo,6E-194,Economy,Bangalore,6 AM - 12 PM,1-stop,12 PM - 6 PM,Mumbai,8.1667,1.0,7369.0
2023-01-16,Monday,Indigo,6E-7436,Economy,Bangalore,After 6 PM,1-stop,Before 6 AM,Mumbai,4.5833,1.0,8039.0
2023-01-16,Monday,AkasaAir,QP-6514,Economy,Bangalore,6 AM - 12 PM,non-stop,12 PM - 6 PM,Mumbai,1.6667,1.0,9219.0
2023-01-16,Monday,Indigo,6E-6653,Economy,Bangalore,12 PM - 6 PM,1-stop,After 6 PM,Mumbai,6.8333,1.0,13617.0
2023-01-16,Monday,Indigo,6E-6919,Economy,Bangalore,After 6 PM,1-stop,Before 6 AM,Mumbai,6.3333,1.0,14054.0
2023-01-16,Monday,Indigo,6E-7227,Economy,Bangalore,Before 6 AM,1-stop,12 PM - 6 PM,Mumbai,8.3333,1.0,14795.0
2023-01-16,Monday,Indigo,6E-113,Economy,Bangalore,Before 6 AM,1-stop,6 AM - 12 PM,Mumbai,6.0833,1.0,17805.0
2023-01-17,Tuesday,AkasaAir,QP-1329,Economy,Bangalore,After 6 PM,non-stop,After 6 PM,Mumbai,1.8333,2.0,2468.0
2023-01-17,Tuesday,Indigo,6E-182,Economy,Bangalore,12 PM - 6 PM,1-stop,After 6 PM,Mumbai,8.0,2.0,7861.0
2023-01-17,Tuesday,Indigo,6E-109,Economy,Bangalore,12 PM - 6 PM,1-stop,Before 6 AM,Mumbai,7.6667,2.0,10052.0
2023-01-18,Wednesday,Indigo,6E-6345,Economy,Bangalore,12 PM - 6 PM,1-stop,12 PM - 6 PM,Mumbai,5.0,3.0,7369.0
2023-01-18,Wednesday,Indigo,6E-807,Economy,Bangalore,6 AM - 12 PM,1-stop,12 PM - 6 PM,Mumbai,5.5833,3.0,7369.0
2023-01-19,Thursday,Indigo,6E-336,Economy,Bangalore,6 AM - 12 PM,1-stop,12 PM - 6 PM,Mumbai,4.0833,4.0,7303.0
2023-01-19,Thursday,Indigo,6E-496,Economy,Bangalore,6 AM - 12 PM,1-stop,After 6 PM,Mumbai,8.1667,4.0,7369.0
2023-01-22,Sunday,Indigo,6E-6445,Economy,Bangalore,6 AM - 12 PM,1-stop,12 PM - 6 PM,Mumbai,7.8333,7.0,17136.0
2023-01-26,Thursday,Indigo,6E-703,Economy,Bangalore,12 PM - 6 PM,1-stop,After 6 PM,Mumbai,5.3333,11.0,7369.0
2023-01-27,Friday,Indigo,6E-305,Economy,Bangalore,Before 6 AM,1-stop,6 AM - 12 PM,Mumbai,6.1667,12.0,7369.0
2023-01-29,Sunday,Indigo,6E-435,Economy,Bangalore,After 6 PM,1-stop,Before 6 AM,Mumbai,8.75,14.0,12164.0
2023-02-01,Wednesday,Indigo,6E-5207,Economy,Bangalore,6 AM - 12 PM,non-stop,6 AM - 12 PM,Mumbai,1.8333,17.0,3415.0
2023-02-02,Thursday,Indigo,6E-541,Economy,Bangalore,6 AM - 12 PM,1-stop,12 PM - 6 PM,Mumbai,5.4167,18.0,4975.0
2023-01-16,Monday,AllianceAir,9I-896,Economy,Bangalore,6 AM - 12 PM,non-stop,12 PM - 6 PM,Hyderabad,1.5,1.0,5164.0
2023-01-16,Monday,AllianceAir,9I-517,Economy,Bangalore,After 6 PM,non-stop,After 6 PM,Hyderabad,1.5833,1.0,5899.0
2023-01-16,Monday,AirAsia,I5-611,Economy,Bangalore,6 AM - 12 PM,1-stop,6 AM - 12 PM,Hyderabad,3.0,1.0,6529.0
2023-01-16,Monday,AirAsia,I5-1451,Economy,Bangalore,Before 6 AM,1-stop,6 AM - 12 PM,Hyderabad,5.4167,1.0,6707.0
2023-01-16,Monday,Indigo,6E-7382,Economy,Bangalore,12 PM - 6 PM,non-stop,After 6 PM,Hyderabad,1.5,1.0,6765.0
2023-01-16,Monday,Indigo,6E-6139,Economy,Bangalore,6 AM - 12 PM,1-stop,12 PM - 6 PM,Hyderabad,6.3333,1.0,7871.0
2023-01-16,Monday,Indigo,6E-7384,Economy,Bangalore,After 6 PM,non-stop,After 6 PM,Hyderabad,1.6667,1.0,8485.0
2023-01-16,Monday,Indigo,6E-478,Economy,Bangalore,After 6 PM,1-stop,6 AM - 12 PM,Hyderabad,9.9167,1.0,9669.0
2023-01-16,Monday,Indigo,6E-7418,Economy,Bangalore,After 6 PM,1-stop,6 AM - 12 PM,Hyderabad,8.25,1.0,13194.0
2023-01-16,Monday,Indigo,6E-7204,Economy,Bangalore,6 AM - 12 PM,1-stop,12 PM - 6 PM,Hyderabad,6.8333,1.0,13203.0
2023-01-16,Monday,Indigo,6E-7223,Economy,Bangalore,12 PM - 6 PM,1-stop,After 6 PM,Hyderabad,8.1667,1.0,13289.0
2023-01-16,Monday,Indigo,6E-7071,Economy,Bangalore,6 AM - 12 PM,1-stop,After 6 PM,Hyderabad,8.25,1.0,14436.0
2023-01-16,Monday,Indigo,6E-7257,Economy,Bangalore,6 AM - 12 PM,1-stop,12 PM - 6 PM,Hyderabad,5.0,1.0,16093.0
2023-01-18,Wednesday,Indigo,6E-575,Economy,Bangalore,After 6 PM,1-stop,6 AM - 12 PM,Hyderabad,6.4167,3.0,11955.0
2023-01-19,Thursday,StarAir,S5-151,Economy,Bangalore,6 AM - 12 PM,non-stop,6 AM - 12 PM,Hyderabad,1.0,4.0,3492.0
2023-01-19,Thursday,Indigo,6E-7338,Economy,Bangalore,6 AM - 12 PM,1-stop,12 PM - 6 PM,Hyderabad,4.5833,4.0,13201.0
2023-01-19,Thursday,StarAir,S5-131,Economy,Bangalore,12 PM - 6 PM,1-stop,After 6 PM,Hyderabad,5.0833,4.0,31621.0
2023-01-26,Thursday,AkasaAir,QP-1415,Economy,Bangalore,6 AM - 12 PM,non-stop,6 AM - 12 PM,Hyderabad,1.3333,11.0,3199.0
2023-02-02,Thursday,Indigo,6E-7102,Economy,Bangalore,6 AM - 12 PM,1-stop,12 PM - 6 PM,Hyderabad,3.9167,18.0,5154.0
2023-01-16,Monday,AirAsia,I5-992,Economy,Bangalore,After 6 PM,non-stop,Before 6 AM,Kolkata,2.5,1.0,8419.0
2023-01-16,Monday,Indigo,6E-952,Economy,Bangalore,After 6 PM,non-stop,Before 6 AM,Kolkata,2.25,1.0,8419.0
2023-01-16,Monday,Indigo,6E-975,Economy,Bangalore,After 6 PM,non-stop,Before 6 AM,Kolkata,2.4167,1.0,8419.0
2023-01-16,Monday,Indigo,6E-676,Economy,Bangalore,After 6 PM,non-stop,After 6 PM,Kolkata,2.6667,1.0,8419.0
2023-01-16,Monday,AirAsia,I5-592,Economy,Bangalore,12 PM - 6 PM,non-stop,After 6 PM,Kolkata,2.5,1.0,8419.0
2023-01-16,Monday,Indigo,6E-6442,Economy,Bangalore,After 6 PM,non-stop,After 6 PM,Kolkata,2.75,1.0,8419.0
2023-01-16,Monday,AirAsia,I5-1533,Economy,Bangalore,Before 6 AM,non-stop,6 AM - 12 PM,Kolkata,2.25,1.0,8419.0
2023-01-16,Monday,SpiceJet,SG-517,Economy,Bangalore,After 6 PM,non-stop,After 6 PM,Kolkata,2.6667,1.0,8419.0
2023-01-16,Monday,Indigo,6E-172,Economy,Bangalore,12 PM - 6 PM,non-stop,12 PM - 6 PM,Kolkata,2.5833,1.0,8419.0
2023-01-16,Monday,Indigo,6E-368,Economy,Bangalore,6 AM - 12 PM,1-stop,12 PM - 6 PM,Kolkata,5.9167,1.0,9018.0
2023-01-16,Monday,Indigo,6E-6277,Economy,Bangalore,12 PM - 6 PM,1-stop,After 6 PM,Kolkata,5.8333,1.0,9375.0
2023-01-16,Monday,Indigo,6E-196,Economy,Bangalore,12 PM - 6 PM,1-stop,After 6 PM,Kolkata,6.3333,1.0,9375.0
2023-01-16,Monday,Indigo,6E-6779,Economy,Bangalore,Before 6 AM,1-stop,6 AM - 12 PM,Kolkata,6.5,1.0,9375.0
2023-01-16,Monday,Indigo,6E-6439,Economy,Bangalore,6 AM - 12 PM,non-stop,6 AM - 12 PM,Kolkata,2.5,1.0,9469.0
2023-01-16,Monday,Indigo,6E-6339,Economy,Bangalore,6 AM - 12 PM,non-stop,6 AM - 12 PM,Kolkata,2.5833,1.0,9469.0
2023-01-16,Monday,Indigo,6E-6572,Economy,Bangalore,12 PM - 6 PM,non-stop,After 6 PM,Kolkata,2.5833,1.0,9469.0
2023-01-16,Monday,Indigo,6E-503,Economy,Bangalore,12 PM - 6 PM,non-stop,12 PM - 6 PM,Kolkata,2.5,1.0,9994.0
2023-01-16,Monday,Indigo,6E-6336,Economy,Bangalore,12 PM - 6 PM,1-stop,12 PM - 6 PM,Kolkata,4.6667,1.0,10152.0
2023-01-16,Monday,Indigo,6E-978,Economy,Bangalore,12 PM - 6 PM,1-stop,After 6 PM,Kolkata,5.0,1.0,10272.0
2023-01-16,Monday,Indigo,6E-6535,Economy,Bangalore,6 AM - 12 PM,1-stop,12 PM - 6 PM,Kolkata,5.3333,1.0,10272.0
2023-01-16,Monday,Indigo,6E-455,Economy,Bangalore,6 AM - 12 PM,non-stop,6 AM - 12 PM,Kolkata,2.4167,1.0,11464.0
2023-01-16,Monday,Indigo,6E-851,Economy,Bangalore,12 PM - 6 PM,1-stop,After 6 PM,Kolkata,7.3333,1.0,12966.0
2023-01-16,Monday,Indigo,6E-465,Economy,Bangalore,12 PM - 6 PM,2+-stop,After 6 PM,Kolkata,7.0833,1.0,17507.0
2023-01-19,Thursday,Indigo,6E-457,Economy,Bangalore,6 AM - 12 PM,1-stop,12 PM - 6 PM,Kolkata,6.0833,4.0,11149.0
2023-02-01,Wednesday,AirAsia,I5-558,Economy,Bangalore,After 6 PM,non-stop,Before 6 AM,Kolkata,2.5,17.0,7261.0
2023-02-02,Thursday,Indigo,6E-6257,Economy,Bangalore,Before 6 AM,non-stop,6 AM - 12 PM,Kolkata,2.5833,18.0,7264.0
2023-02-16,Thursday,Indigo,6E-586,Economy,Bangalore,6 AM - 12 PM,1-stop,6 AM - 12 PM,Kolkata,5.6667,32.0,9742.0
2023-01-16,Monday,AkasaAir,QP-1313,Economy,Bangalore,12 PM - 6 PM,non-stop,12 PM - 6 PM,Chennai,1.1667,1.0,1968.0
2023-01-16,Monday,AirAsia,I5-2461,Economy,Bangalore,12 PM - 6 PM,non-stop,12 PM - 6 PM,Chennai,1.0,1.0,2338.0
2023-01-16,Monday,AkasaAir,QP-1307,Economy,Bangalore,12 PM - 6 PM,non-stop,12 PM - 6 PM,Chennai,1.0,1.0,2070.0
2023-01-16,Monday,AkasaAir,QP-1321,Economy,Bangalore,Before 6 AM,non-stop,6 AM - 12 PM,Chennai,1.0,1.0,2318.0
2023-01-16,Monday,AkasaAir,QP-1319,Economy,Bangalore,6 AM - 12 PM,non-stop,6 AM - 12 PM,Chennai,1.1667,1.0,2768.0
2023-01-16,Monday,AkasaAir,QP-1327,Economy,Bangalore,After 6 PM,non-stop,After 6 PM,Chennai,1.0,1.0,4848.0
2023-01-16,Monday,AkasaAir,QP-1325,Economy,Bangalore,6 AM - 12 PM,non-stop,12 PM - 6 PM,Ahmedabad,2.3333,1.0,5495.0
